Project,Date,Block,Treatment,Transect,Plot,Species,Cover class,Cover value
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,38,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,38,ANDI,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,38,ARHO,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,38,BRYO,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,38,HECO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,38,KOMA,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,38,LITT,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,38,POSE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,38,SOIL,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,48,ALCE,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,48,ARFR,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,48,BRYO,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,48,FECE,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,48,HECO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,48,KOMA,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,48,LITT,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,48,POSE,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,48,SOIL,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,49,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,49,ANDI,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,49,BRYO,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,49,FECE,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,49,HECO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,49,LITT,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,49,POSE,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,4,49,SOIL,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,5,ANMI,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,5,ARHO,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,5,ASAG,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,5,BRYO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,5,HECO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,5,KOMA,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,5,LITT,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,5,POSE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,7,ANMI,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,7,ARFR,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,7,ASAG,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,7,BRYO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,7,HECO,5,85
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,7,KOMA,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,7,LITT,5,85
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,10,ANMI,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,10,ASAG,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,10,BRYO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,10,FECE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,10,HECO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,10,KOMA,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,10,LITT,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,10,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,13,ANDI,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,13,ANMI,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,13,ARFR,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,13,ASAG,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,13,BRYO,4,62.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,13,HECO,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,13,KOMA,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,13,LITT,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,16,ANMI,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,16,ARFR,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,16,ASAG,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,16,HECO,5,85
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,16,LITT,4,62.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,16,SOIL,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,23,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,23,ANDI,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,23,ANMI,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,23,ARFR,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,23,ASAG,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,23,BRYO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,23,FECE,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,23,HECO,4,62.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,23,LITT,4,62.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,28,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,28,ANMI,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,28,BRYO,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,28,FECE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,28,HECO,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,28,KOMA,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,28,LITT,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,28,POSE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,28,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,30,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,30,ANDI,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,30,ANMI,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,30,ARHO,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,30,ASAG,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,30,HECO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,30,KOMA,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,30,LITT,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,30,POSE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,30,SOIL,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,35,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,35,ANDI,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,35,ARFR,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,35,BRYO,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,35,HECO,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,35,KOMA,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,35,LITT,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,35,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,37,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,37,ANDI,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,37,ANMI,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,37,ARFR,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,37,BRYO,4,62.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,37,HECO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,37,KOMA,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,37,LITT,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Control,5,37,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,4,ASAG,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,4,HECO,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,4,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,4,POPR,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,4,TAOF,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,4,TRDU,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,17,HECO,4,62.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,17,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,17,POPR,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,17,TAOF,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,17,TRDU,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,21,ASAG,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,21,CASP,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,21,DEPI,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,21,HECO,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,21,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,21,POPR,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,21,TAOF,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,21,TRDU,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,25,GETR,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,25,HECO,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,25,JUBA,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,25,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,25,POPR,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,25,TAOF,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,25,TRDU,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,27,ASAG,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,27,HECO,4,62.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,27,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,27,POPR,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,27,TAOF,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,31,ASAG,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,31,CASP,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,31,HECO,4,62.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,31,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,31,POPR,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,31,TAOF,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,34,ASAG,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,34,HECO,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,34,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,34,POPR,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,34,PSSP,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,34,TAOF,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,35,ASAG,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,35,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,35,POPR,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,36,ASAG,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,36,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,36,POPR,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,39,ACMI,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,39,ASAG,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,39,ELTR,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,39,GABO,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,1,39,TAOF,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,1,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,1,HECO,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,1,LITT,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,1,POPR,4,62.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,1,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,1,TAOF,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,6,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,6,POPR,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,6,TAOF,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,17,HECO,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,17,LITT,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,17,POPR,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,17,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,17,TAOF,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,17,TRDU,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,21,LITT,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,21,POPR,4,62.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,21,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,21,TAOF,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,21,TRDU,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,23,HECO,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,23,LITT,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,23,SOIL,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,23,TAOF,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,23,TRDU,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,26,ASMI,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,26,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,26,POPR,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,26,TAOF,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,29,HECO,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,29,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,29,POPR,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,29,TAOF,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,40,ASAG,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,40,HECO,4,62.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,40,JUBA,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,40,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,40,POPR,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,40,TAOF,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,47,JUBA,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,47,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,47,POPR,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,47,TAOF,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,49,ACMI,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,49,HECO,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,49,JUBA,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,49,LITT,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,49,POPR,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,49,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,2,49,TAOF,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,1,HECO,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,1,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,1,TAOF,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,1,TRDU,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,4,CASP,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,4,HECO,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,4,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,4,POPR,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,4,TAOF,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,4,TRDU,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,14,DEPI,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,14,HECO,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,14,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,14,TRDU,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,18,HECO,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,18,KOMA,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,18,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,18,POPR,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,18,TAOF,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,18,TRDU,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,19,HECO,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,19,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,19,POPR,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,19,TAOF,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,29,CAFI,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,29,HECO,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,29,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,29,TAOF,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,32,HECO,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,32,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,32,POPR,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,32,TAOF,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,35,HECO,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,35,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,35,TAOF,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,42,HECO,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,42,KOMA,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,42,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,42,TAOF,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,49,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,3,49,POPR,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,3,BIOS,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,3,DEPI,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,3,HECO,4,62.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,3,LITT,4,62.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,3,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,3,TAOF,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,3,TRDU,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,4,BIOS,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,4,DEPI,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,4,HECO,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,4,LITT,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,4,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,4,TAOF,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,9,HECO,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,9,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,9,TAOF,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,9,TRDU,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,10,DEPI,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,10,HECO,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,10,LITT,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,10,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,10,TAOF,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,25,HECO,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,25,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,25,POPR,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,25,TAOF,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,34,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,34,HECO,4,62.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,34,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,34,TAOF,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,35,DEPI,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,35,HECO,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,35,KOMA,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,35,LITT,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,35,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,35,TAOF,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,36,DEPI,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,36,HECO,4,62.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,36,LITT,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,36,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,36,TAOF,2,15
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,39,HECO,4,62.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,39,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,39,TAOF,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,47,DEPI,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,47,HECO,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,47,LITT,5,85
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,47,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,4,47,TAOF,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,5,2,HECO,4,62.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,5,2,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,5,2,TAOF,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,5,2,TRDU,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,5,6,DEPI,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,5,6,HECO,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,5,6,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,5,6,TAOF,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",3,Biosolids,5,6,TRDU,1,2.5
